"total env step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX"
"2720000","37","37","37","4066.1267334749814","4066.1267334749814","4066.1267334749814","37","37","37","3995.758308233669","3995.758308233669","3995.758308233669","37","37","37","4145.143272151264","4145.143272151264","4145.143272151264","37","37","37","4088.1735705640604","4088.1735705640604","4088.1735705640604","37","37","37","4257.205436829711","4257.205436829711","4257.205436829711","37","37","37","3861.957603508273","3861.957603508273","3861.957603508273","37","37","37","4263.939970599405","4263.939970599405","4263.939970599405"
"2800000","38","38","38","4081.053930852077","4081.053930852077","4081.053930852077","38","38","38","4024.953019114524","4024.953019114524","4024.953019114524","38","38","38","4091.181467093251","4091.181467093251","4091.181467093251","38","38","38","4105.610875572936","4105.610875572936","4105.610875572936","38","38","38","4130.5446324461445","4130.5446324461445","4130.5446324461445","38","38","38","3872.648398514375","3872.648398514375","3872.648398514375","38","38","38","4290.873631442267","4290.873631442267","4290.873631442267"
"2880000","39","39","39","4043.782221424939","4043.782221424939","4043.782221424939","39","39","39","4071.4662803291476","4071.4662803291476","4071.4662803291476","39","39","39","4096.24940579545","4096.24940579545","4096.24940579545","39","39","39","4035.7536289298587","4035.7536289298587","4035.7536289298587","39","39","39","4202.79713911681","4202.79713911681","4202.79713911681","39","39","39","3834.2916004335116","3834.2916004335116","3834.2916004335116","39","39","39","4285.256071171578","4285.256071171578","4285.256071171578"
"2960000","41","41","41","3898.4292608867945","3898.4292608867945","3898.4292608867945","41","41","41","4088.8929558884984","4088.8929558884984","4088.8929558884984","41","41","41","4106.7295247147795","4106.7295247147795","4106.7295247147795","41","41","41","4069.013815894007","4069.013815894007","4069.013815894007","41","41","41","4222.930172567428","4222.930172567428","4222.930172567428","41","41","41","3898.2837832357823","3898.2837832357823","3898.2837832357823","41","41","41","4263.004980348431","4263.004980348431","4263.004980348431"
"3040000","42","42","42","4099.049336880378","4099.049336880378","4099.049336880378","42","42","42","3997.3941730822307","3997.3941730822307","3997.3941730822307","42","42","42","4087.0138680836158","4087.0138680836158","4087.0138680836158","42","42","42","4068.484114243673","4068.484114243673","4068.484114243673","42","42","42","4169.976010038004","4169.976010038004","4169.976010038004","42","42","42","3938.546769237165","3938.546769237165","3938.546769237165","42","42","42","4334.014734249858","4334.014734249858","4334.014734249858"
"3120000","43","43","43","4092.314807999923","4092.314807999923","4092.314807999923","43","43","43","4114.511931198145","4114.511931198145","4114.511931198145","43","43","43","4134.47943906858","4134.47943906858","4134.47943906858","43","43","43","4033.069483867267","4033.069483867267","4033.069483867267","43","43","43","4207.024401659258","4207.024401659258","4207.024401659258","43","43","43","3822.5258836910675","3822.5258836910675","3822.5258836910675","43","43","43","4188.244171660076","4188.244171660076","4188.244171660076"
"3200000","44","44","44","3990.9962356005767","3990.9962356005767","3990.9962356005767","44","44","44","4095.6386252860852","4095.6386252860852","4095.6386252860852","44","44","44","4116.006667300401","4116.006667300401","4116.006667300401","44","44","44","4063.5895833416157","4063.5895833416157","4063.5895833416157","44","44","44","4250.688155106883","4250.688155106883","4250.688155106883","44","44","44","3815.590431230137","3815.590431230137","3815.590431230137","44","44","44","4177.258006282857","4177.258006282857","4177.258006282857"
"3280000","45","45","45","4058.750999870299","4058.750999870299","4058.750999870299","45","45","45","4035.395773807897","4035.395773807897","4035.395773807897","45","45","45","4158.751127975256","4158.751127975256","4158.751127975256","45","45","45","4064.709712721752","4064.709712721752","4064.709712721752","45","45","45","4202.521621082613","4202.521621082613","4202.521621082613","45","45","45","3729.834128864287","3729.834128864287","3729.834128864287","45","45","45","4216.637042360124","4216.637042360124","4216.637042360124"
"3360000","46","46","46","4095.5204964524323","4095.5204964524323","4095.5204964524323","46","46","46","4114.752762905095","4114.752762905095","4114.752762905095","46","46","46","4153.417631356075","4153.417631356075","4153.417631356075","46","46","46","4107.685982906578","4107.685982906578","4107.685982906578","46","46","46","4101.907849266741","4101.907849266741","4101.907849266741","46","46","46","3903.561373017801","3903.561373017801","3903.561373017801","46","46","46","4309.30754698246","4309.30754698246","4309.30754698246"
"3440000","47","47","47","4131.905331485928","4131.905331485928","4131.905331485928","47","47","47","4048.2119309469635","4048.2119309469635","4048.2119309469635","47","47","47","4080.605938121496","4080.605938121496","4080.605938121496","47","47","47","4056.751652540045","4056.751652540045","4056.751652540045","47","47","47","4158.398208873057","4158.398208873057","4158.398208873057","47","47","47","3907.9249753049357","3907.9249753049357","3907.9249753049357","47","47","47","4293.252996293715","4293.252996293715","4293.252996293715"
"3520000","48","48","48","4078.2645516097264","4078.2645516097264","4078.2645516097264","48","48","48","4139.998868849181","4139.998868849181","4139.998868849181","48","48","48","4109.053235218449","4109.053235218449","4109.053235218449","48","48","48","4124.664915340538","4124.664915340538","4124.664915340538","48","48","48","4112.9197958638715","4112.9197958638715","4112.9197958638715","48","48","48","3894.7684875681757","3894.7684875681757","3894.7684875681757","48","48","48","4233.686755123443","4233.686755123443","4233.686755123443"
"3600000","49","49","49","4104.742031270007","4104.742031270007","4104.742031270007","49","49","49","4018.1892656886935","4018.1892656886935","4018.1892656886935","49","49","49","4066.070025165639","4066.070025165639","4066.070025165639","49","49","49","4051.8984274585628","4051.8984274585628","4051.8984274585628","49","49","49","4140.475271786759","4140.475271786759","4140.475271786759","49","49","49","3850.340695782959","3850.340695782959","3850.340695782959","49","49","49","4164.307795301635","4164.307795301635","4164.307795301635"
"3680000","51","51","51","4094.544270498237","4094.544270498237","4094.544270498237","51","51","51","4079.8079030781396","4079.8079030781396","4079.8079030781396","51","51","51","4122.813975731995","4122.813975731995","4122.813975731995","51","51","51","4022.0294782948827","4022.0294782948827","4022.0294782948827","51","51","51","4104.79849422963","4104.79849422963","4104.79849422963","51","51","51","3876.14292450019","3876.14292450019","3876.14292450019","51","51","51","4181.422786086894","4181.422786086894","4181.422786086894"
"3760000","52","52","52","4102.878424863482","4102.878424863482","4102.878424863482","52","52","52","4038.926406927401","4038.926406927401","4038.926406927401","52","52","52","4116.9320385408355","4116.9320385408355","4116.9320385408355","52","52","52","4037.550416298384","4037.550416298384","4037.550416298384","52","52","52","4177.55792519366","4177.55792519366","4177.55792519366","52","52","52","3920.619384581884","3920.619384581884","3920.619384581884","52","52","52","4260.51179601932","4260.51179601932","4260.51179601932"
"3840000","53","53","53","4071.0617035575533","4071.0617035575533","4071.0617035575533","53","53","53","4085.125831312097","4085.125831312097","4085.125831312097","53","53","53","4130.757970585883","4130.757970585883","4130.757970585883","53","53","53","4033.3048838614777","4033.3048838614777","4033.3048838614777","53","53","53","4246.854511966521","4246.854511966521","4246.854511966521","53","53","53","3935.4185026860987","3935.4185026860987","3935.4185026860987","53","53","53","4388.502887454018","4388.502887454018","4388.502887454018"
"3920000","54","54","54","4133.466344854342","4133.466344854342","4133.466344854342","54","54","54","4051.4581213859738","4051.4581213859738","4051.4581213859738","54","54","54","4134.9165190720905","4134.9165190720905","4134.9165190720905","54","54","54","4032.542114254023","4032.542114254023","4032.542114254023","54","54","54","4161.229184052693","4161.229184052693","4161.229184052693","54","54","54","3818.270609577293","3818.270609577293","3818.270609577293","54","54","54","4280.296900287851","4280.296900287851","4280.296900287851"
"4000000","55","55","55","4092.1709744445643","4092.1709744445643","4092.1709744445643","55","55","55","3997.805081286801","3997.805081286801","3997.805081286801","55","55","55","4083.4068736537038","4083.4068736537038","4083.4068736537038","55","55","55","4004.748432753929","4004.748432753929","4004.748432753929","55","55","55","4248.194623874423","4248.194623874423","4248.194623874423","55","55","55","3913.9302505521446","3913.9302505521446","3913.9302505521446","55","55","55","4316.431716011538","4316.431716011538","4316.431716011538"
"4080000","56","56","56","4082.3811732531567","4082.3811732531567","4082.3811732531567","56","56","56","4124.546024735481","4124.546024735481","4124.546024735481","56","56","56","4127.9254832823535","4127.9254832823535","4127.9254832823535","56","56","56","4080.9193396599485","4080.9193396599485","4080.9193396599485","56","56","56","4212.867562959125","4212.867562959125","4212.867562959125","56","56","56","3946.0654239105033","3946.0654239105033","3946.0654239105033","56","56","56","4319.327861884701","4319.327861884701","4319.327861884701"
"4160000","57","57","57","4106.929200339777","4106.929200339777","4106.929200339777","57","57","57","4120.18826037033","4120.18826037033","4120.18826037033","57","57","57","4138.915481383438","4138.915481383438","4138.915481383438","57","57","57","4036.5048249728707","4036.5048249728707","4036.5048249728707","57","57","57","4208.634132099932","4208.634132099932","4208.634132099932","57","57","57","3968.0069688730496","3968.0069688730496","3968.0069688730496","57","57","57","4269.371428671604","4269.371428671604","4269.371428671604"
"4240000","58","58","58","4084.200835332454","4084.200835332454","4084.200835332454","58","58","58","4139.382304237841","4139.382304237841","4139.382304237841","58","58","58","4090.8113926945034","4090.8113926945034","4090.8113926945034","58","58","58","4049.74114099586","4049.74114099586","4049.74114099586","58","58","58","4182.512359289816","4182.512359289816","4182.512359289816","58","58","58","4002.1347042342195","4002.1347042342195","4002.1347042342195","58","58","58","4314.347150626963","4314.347150626963","4314.347150626963"
"4320000","59","59","59","4110.604142585804","4110.604142585804","4110.604142585804","59","59","59","4119.607293181745","4119.607293181745","4119.607293181745","59","59","59","4098.444465353075","4098.444465353075","4098.444465353075","59","59","59","4045.040607676658","4045.040607676658","4045.040607676658","59","59","59","4209.957182158897","4209.957182158897","4209.957182158897","59","59","59","3969.9068403207593","3969.9068403207593","3969.9068403207593","59","59","59","4390.701276835591","4390.701276835591","4390.701276835591"
"4400000","61","61","61","4023.718038265314","4023.718038265314","4023.718038265314","61","61","61","4029.236795764079","4029.236795764079","4029.236795764079","61","61","61","4118.984451227247","4118.984451227247","4118.984451227247","61","61","61","4022.3345200351555","4022.3345200351555","4022.3345200351555","61","61","61","4254.705596163195","4254.705596163195","4254.705596163195","61","61","61","3948.4810002190306","3948.4810002190306","3948.4810002190306","61","61","61","4335.720182354528","4335.720182354528","4335.720182354528"
"4480000","62","62","62","4109.216805119808","4109.216805119808","4109.216805119808","62","62","62","4067.3491281385404","4067.3491281385404","4067.3491281385404","62","62","62","4111.935596121611","4111.935596121611","4111.935596121611","62","62","62","4005.9819265987107","4005.9819265987107","4005.9819265987107","62","62","62","4251.318518504706","4251.318518504706","4251.318518504706","62","62","62","3944.75430762014","3944.75430762014","3944.75430762014","62","62","62","4378.753618658937","4378.753618658937","4378.753618658937"
"4560000","63","63","63","4068.0988473271836","4068.0988473271836","4068.0988473271836","63","63","63","4021.9013865535007","4021.9013865535007","4021.9013865535007","63","63","63","4156.89560998965","4156.89560998965","4156.89560998965","63","63","63","4014.423159349711","4014.423159349711","4014.423159349711","63","63","63","4252.008489844506","4252.008489844506","4252.008489844506","63","63","63","3927.3450680724404","3927.3450680724404","3927.3450680724404","63","63","63","4273.146401838536","4273.146401838536","4273.146401838536"
"4640000","64","64","64","4103.492548697621","4103.492548697621","4103.492548697621","64","64","64","4066.539366428967","4066.539366428967","4066.539366428967","64","64","64","4078.393875159972","4078.393875159972","4078.393875159972","64","64","64","4046.3744377341804","4046.3744377341804","4046.3744377341804","64","64","64","4171.205547380772","4171.205547380772","4171.205547380772","64","64","64","4018.9651260899846","4018.9651260899846","4018.9651260899846","64","64","64","4273.055917263269","4273.055917263269","4273.055917263269"
"4720000","65","65","65","4107.192509812624","4107.192509812624","4107.192509812624","65","65","65","4058.3964213591353","4058.3964213591353","4058.3964213591353","65","65","65","4081.2326908474656","4081.2326908474656","4081.2326908474656","65","65","65","4019.332054862106","4019.332054862106","4019.332054862106","65","65","65","4311.563252740214","4311.563252740214","4311.563252740214","65","65","65","3974.7067259255155","3974.7067259255155","3974.7067259255155","65","65","65","4313.301796878846","4313.301796878846","4313.301796878846"
"4800000","66","66","66","4083.92956189198","4083.92956189198","4083.92956189198","66","66","66","4039.03092565334","4039.03092565334","4039.03092565334","66","66","66","4100.641476650229","4100.641476650229","4100.641476650229","66","66","66","4010.052755314481","4010.052755314481","4010.052755314481","66","66","66","4229.027501592448","4229.027501592448","4229.027501592448","66","66","66","3937.21659009431","3937.21659009431","3937.21659009431","66","66","66","4252.212599392205","4252.212599392205","4252.212599392205"
"4880000","67","67","67","4098.476832535291","4098.476832535291","4098.476832535291","67","67","67","4001.625121550364","4001.625121550364","4001.625121550364","67","67","67","4146.476526685883","4146.476526685883","4146.476526685883","67","67","67","3963.2881768639113","3963.2881768639113","3963.2881768639113","67","67","67","4193.9078887800615","4193.9078887800615","4193.9078887800615","67","67","67","3956.793341210713","3956.793341210713","3956.793341210713","67","67","67","4318.919171244555","4318.919171244555","4318.919171244555"
"4960000","68","68","68","4094.624349917348","4094.624349917348","4094.624349917348","68","68","68","3982.035243098725","3982.035243098725","3982.035243098725","68","68","68","4065.786206024969","4065.786206024969","4065.786206024969","68","68","68","3989.280361262782","3989.280361262782","3989.280361262782","68","68","68","4238.932945486713","4238.932945486713","4238.932945486713","68","68","68","3999.0227206779846","3999.0227206779846","3999.0227206779846","68","68","68","4319.614479957916","4319.614479957916","4319.614479957916"
"5040000","69","69","69","4047.3147220084043","4047.3147220084043","4047.3147220084043","69","69","69","4049.692372405756","4049.692372405756","4049.692372405756","69","69","69","4077.4087721797914","4077.4087721797914","4077.4087721797914","69","69","69","3982.550356149125","3982.550356149125","3982.550356149125","69","69","69","4289.879759363171","4289.879759363171","4289.879759363171","69","69","69","4046.127757655327","4046.127757655327","4046.127757655327","69","69","69","4368.309531571751","4368.309531571751","4368.309531571751"
"5120000","71","71","71","4040.3371335672246","4040.3371335672246","4040.3371335672246","71","71","71","3989.9222158997786","3989.9222158997786","3989.9222158997786","71","71","71","4093.0097207751705","4093.0097207751705","4093.0097207751705","71","71","71","3950.599999886633","3950.599999886633","3950.599999886633","71","71","71","4070.164249133384","4070.164249133384","4070.164249133384","71","71","71","4047.842986610455","4047.842986610455","4047.842986610455","71","71","71","4320.210060767002","4320.210060767002","4320.210060767002"
"5200000","72","72","72","3982.675739525342","3982.675739525342","3982.675739525342","72","72","72","3977.3553920820605","3977.3553920820605","3977.3553920820605","72","72","72","4134.870925557301","4134.870925557301","4134.870925557301","72","72","72","3899.248194593012","3899.248194593012","3899.248194593012","72","72","72","4297.6169798178835","4297.6169798178835","4297.6169798178835","72","72","72","3947.9994738902983","3947.9994738902983","3947.9994738902983","72","72","72","4315.8773723673785","4315.8773723673785","4315.8773723673785"
"5280000","73","73","73","4040.8943910048865","4040.8943910048865","4040.8943910048865","73","73","73","3978.1672195639026","3978.1672195639026","3978.1672195639026","73","73","73","4071.985450820638","4071.985450820638","4071.985450820638","73","73","73","4001.4069519523387","4001.4069519523387","4001.4069519523387","73","73","73","4298.56023529712","4298.56023529712","4298.56023529712","73","73","73","4094.491551964454","4094.491551964454","4094.491551964454","73","73","73","4421.243177062187","4421.243177062187","4421.243177062187"
"5360000","74","74","74","4072.339421370826","4072.339421370826","4072.339421370826","74","74","74","4031.1318032705726","4031.1318032705726","4031.1318032705726","74","74","74","4064.753652310569","4064.753652310569","4064.753652310569","74","74","74","3981.5083059823933","3981.5083059823933","3981.5083059823933","74","74","74","4226.642779677027","4226.642779677027","4226.642779677027","74","74","74","4027.2164635982845","4027.2164635982845","4027.2164635982845","74","74","74","4284.717458127475","4284.717458127475","4284.717458127475"
"5440000","75","75","75","4032.734424631931","4032.734424631931","4032.734424631931","75","75","75","4073.1990570403477","4073.1990570403477","4073.1990570403477","75","75","75","4028.2635008966377","4028.2635008966377","4028.2635008966377","75","75","75","4024.1850524590145","4024.1850524590145","4024.1850524590145","75","75","75","4351.02625820438","4351.02625820438","4351.02625820438","75","75","75","4104.6158724154575","4104.6158724154575","4104.6158724154575","75","75","75","4388.874144739935","4388.874144739935","4388.874144739935"
"5520000","76","76","76","4068.9650574543293","4068.9650574543293","4068.9650574543293","76","76","76","4027.2653201007133","4027.2653201007133","4027.2653201007133","76","76","76","4085.441145711337","4085.441145711337","4085.441145711337","76","76","76","4033.6044536439467","4033.6044536439467","4033.6044536439467","76","76","76","4309.22524328878","4309.22524328878","4309.22524328878","76","76","76","4062.7977317559153","4062.7977317559153","4062.7977317559153","76","76","76","4387.642709378219","4387.642709378219","4387.642709378219"
"5600000","77","77","77","4062.705519183431","4062.705519183431","4062.705519183431","77","77","77","3959.8028119264027","3959.8028119264027","3959.8028119264027","77","77","77","4062.851760573365","4062.851760573365","4062.851760573365","77","77","77","3997.9569814209362","3997.9569814209362","3997.9569814209362","77","77","77","4181.960460047574","4181.960460047574","4181.960460047574","77","77","77","4039.6518533193494","4039.6518533193494","4039.6518533193494","77","77","77","4393.860905395237","4393.860905395237","4393.860905395237"
"5680000","78","78","78","4002.965953949742","4002.965953949742","4002.965953949742","78","78","78","4051.467881814961","4051.467881814961","4051.467881814961","78","78","78","4019.1425008001584","4019.1425008001584","4019.1425008001584","78","78","78","3999.801188454768","3999.801188454768","3999.801188454768","78","78","78","4199.129340239424","4199.129340239424","4199.129340239424","78","78","78","3969.7360883583183","3969.7360883583183","3969.7360883583183","78","78","78","4372.062402832107","4372.062402832107","4372.062402832107"
"5760000","79","79","79","4075.8713952576363","4075.8713952576363","4075.8713952576363","79","79","79","4075.229500937935","4075.229500937935","4075.229500937935","79","79","79","4023.667640266557","4023.667640266557","4023.667640266557","79","79","79","3929.707365130352","3929.707365130352","3929.707365130352","79","79","79","4260.0711069978615","4260.0711069978615","4260.0711069978615","79","79","79","4050.7442541718456","4050.7442541718456","4050.7442541718456","79","79","79","4428.08853251394","4428.08853251394","4428.08853251394"
"5840000","81","81","81","4133.170124818454","4133.170124818454","4133.170124818454","81","81","81","3949.341960374376","3949.341960374376","3949.341960374376","81","81","81","4004.5439469684666","4004.5439469684666","4004.5439469684666","81","81","81","3958.4564037061327","3958.4564037061327","3958.4564037061327","81","81","81","4284.152869920979","4284.152869920979","4284.152869920979","81","81","81","3997.9673311331267","3997.9673311331267","3997.9673311331267","81","81","81","4369.314919305162","4369.314919305162","4369.314919305162"
"5920000","82","82","82","4039.5805571426145","4039.5805571426145","4039.5805571426145","82","82","82","4021.585158458763","4021.585158458763","4021.585158458763","82","82","82","4081.3771504889773","4081.3771504889773","4081.3771504889773","82","82","82","3981.276014988537","3981.276014988537","3981.276014988537","82","82","82","4278.091853929138","4278.091853929138","4278.091853929138","82","82","82","4062.5681185513117","4062.5681185513117","4062.5681185513117","82","82","82","4359.765172953444","4359.765172953444","4359.765172953444"
"6000000","83","83","83","4007.9711986253633","4007.9711986253633","4007.9711986253633","83","83","83","3931.3423489967126","3931.3423489967126","3931.3423489967126","83","83","83","4073.7096066488984","4073.7096066488984","4073.7096066488984","83","83","83","3970.4865546884785","3970.4865546884785","3970.4865546884785","83","83","83","4309.875867986163","4309.875867986163","4309.875867986163","83","83","83","4011.7513730642304","4011.7513730642304","4011.7513730642304","83","83","83","4344.2121949281745","4344.2121949281745","4344.2121949281745"
"6080000","84","84","84","4052.80906684551","4052.80906684551","4052.80906684551","84","84","84","4027.673791791463","4027.673791791463","4027.673791791463","84","84","84","3983.859355820327","3983.859355820327","3983.859355820327","84","84","84","4005.1486004951876","4005.1486004951876","4005.1486004951876","84","84","84","4222.832960071641","4222.832960071641","4222.832960071641","84","84","84","4082.330517018182","4082.330517018182","4082.330517018182","84","84","84","4329.386359909508","4329.386359909508","4329.386359909508"
"6160000","85","85","85","4093.4743425285837","4093.4743425285837","4093.4743425285837","85","85","85","3962.063426594484","3962.063426594484","3962.063426594484","85","85","85","4006.8608746088003","4006.8608746088003","4006.8608746088003","85","85","85","4036.9165396174103","4036.9165396174103","4036.9165396174103","85","85","85","4272.651363728821","4272.651363728821","4272.651363728821","85","85","85","4072.2251408199604","4072.2251408199604","4072.2251408199604","85","85","85","4375.206726993465","4375.206726993465","4375.206726993465"
